pl_name,tic_id,hostname,ra,dec,disc_year,pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,sy_dist
Kepler-1597 b,TIC 158722002,Kepler-1597,288.1639687,42.4810124,2016,2.94654179,1.06,1.2,6377.0,1.39,1.25,1221.05
Kepler-687 b,TIC 121988890,Kepler-687,289.3154576,39.1532911,2016,20.50586978,3.52,12.2,4841.0,0.73,0.77,633.66
Kepler-1596 b,TIC 350813882,Kepler-1596,285.5575066,49.3300866,2016,66.373379,1.9,4.27,5706.0,0.92,0.95,2146.23
Kepler-692 b,TIC 138728891,Kepler-692,294.7768068,40.1537027,2016,21.81293494,3.11,9.85,5440.0,0.86,0.9,991.336
Kepler-150 c,TIC 121598758,Kepler-150,288.2341025,40.520897,2014,7.381998,3.69,13.2,5560.0,0.939,0.956,891.092
Kepler-1494 b,TIC 123499226,Kepler-1494,282.6573891,43.1625334,2016,91.080482,3.07,9.64,5659.0,0.94,0.96,1285.48
Kepler-1502 b,TIC 184298883,Kepler-1502,296.1079271,39.3199201,2016,41.7083629,3.18,10.2,6666.0,1.72,1.44,1514.02
Kepler-1490 b,TIC 271959909,Kepler-1490,295.6935734,42.6094543,2016,92.4362973,3.04,9.48,5515.0,0.87,0.9,862.92
Kepler-1491 b,TIC 270617233,Kepler-1491,293.6297645,45.7406293,2016,16.5861762,1.51,2.89,5728.0,0.99,1.0,2065.59
Kepler-171 b,TIC 239229224,Kepler-171,296.7719082,41.7555958,2014,4.166972,2.34,6.08,5642.0,0.839,0.978,863.855
Kepler-1926 b,TIC 159649308,Kepler-1926,291.1987905,44.1662033,2021,42.87770081,2.31495961,5.97,5256.0,0.832,0.768,667.405
Kepler-1631 b,TIC 271159855,Kepler-1631,294.6325781,43.8076687,2016,4.09513932,1.35,2.39,5679.0,0.95,0.97,1305.99
KOI-1599.02,TIC 170647523,KOI-1599,298.3738383,40.6184483,2019,13.6088,1.9,9.0,5833.0,0.972,1.02,1131.64
Kepler-719 b,TIC 271767300,Kepler-719,295.5360628,43.8844116,2016,5.007317779,8.52,54.5,5777.0,0.98,0.99,2497.51
Kepler-734 b,TIC 272845785,Kepler-734,297.0456122,46.0273893,2016,6.104852856,3.56,12.4,5326.0,0.78,0.85,1157.21
Kepler-1408 b,TIC 123496782,Kepler-1408,282.6998783,45.4257884,2016,2.99793191,0.89,0.64,6170.0,1.35,1.21,535.048
Kepler-1427 b,TIC 271665352,Kepler-1427,295.3496546,45.1145372,2016,0.968972376,1.1,1.37,5793.0,1.01,1.01,1220.0
Kepler-1665 b,TIC 122442334,Kepler-1665,290.39624,41.0399229,2020,11.9548,2.83910787,8.44,5049.84,0.777785,0.842,335.515
Kepler-342 e,TIC 63293562,Kepler-342,292.6780488,46.7266813,2016,1.644224613,0.88,0.615,6366.0,1.34,1.26,781.611
Kepler-267 b,TIC 269357457,Kepler-267,299.8305655,47.1575741,2014,3.353728,1.98,37.9,4258.0,0.555,0.541571,264.993
Kepler-1738 b,TIC 272080244,Kepler-1738,296.1313474,47.4388098,2021,7.674630165,2.82472883,8.37,6063.0,1.001,1.079,1302.87
Kepler-746 b,TIC 122515955,Kepler-746,290.6822097,37.3551593,2016,3.48159251,1.11,1.41,5418.0,0.93,0.91,450.0
Kepler-760 b,TIC 158494681,Kepler-760,287.5931997,44.1794278,2016,8.70419416,3.06,9.59,5322.0,0.85,0.89,792.336
Kepler-272 c,TIC 268704766,Kepler-272,299.1275257,47.5938319,2014,6.057342,1.79,97.8,5297.0,0.929,0.91,889.608
Kepler-775 b,TIC 137211068,Kepler-775,291.4332781,41.7033162,2016,0.974868926,1.19,1.81,5468.0,0.84,0.92,398.676
Kepler-498 b,TIC 159384648,Kepler-498,290.3581592,44.5187225,2016,9.61375356,3.03,9.43,5744.0,0.96,0.98,938.844
Kepler-877 b,TIC 159175206,Kepler-877,289.8591023,46.5227429,2016,18.45847097,2.12,5.14,5261.0,0.81,0.85,602.176
Kepler-865 b,TIC 273499989,Kepler-865,297.7242257,43.5272796,2016,14.16399294,2.49,6.76,5570.0,0.92,0.93,586.137
Kepler-288 c,TIC 121785939,Kepler-288,288.9163997,39.5947523,2014,19.305772,2.85,8.5,5918.0,1.091,0.842,1194.15
Kepler-794 b,TIC 121467823,Kepler-794,288.1336793,38.9968923,2016,11.13125132,2.11,5.1,5839.0,1.38,1.19,931.192
Kepler-485 b,TIC 27318774,Kepler-485,294.9963415,50.4700458,2016,3.243259796,14.41,,5958.0,1.09,1.07,1140.95
Kepler-340 c,TIC 184247532,Kepler-340,295.933471,40.3005515,2014,22.824669,3.37,11.3,6620.0,1.85,1.65,808.762
Kepler-333 b,TIC 137556197,Kepler-333,292.2861201,40.9135429,2014,12.551158,1.32,28.2,4259.0,0.534,0.601,324.413
Kepler-951 b,TIC 121395761,Kepler-951,287.7375794,38.1146488,2016,71.52530845,5.59,26.7,4834.0,0.73,0.77,382.509
Kepler-66 b,TIC 270790035,Kepler-66,293.9815378,46.687728,2013,17.815815,2.8,8.25,5962.0,0.966,1.038,1202.96
Kepler-1805 b,TIC 120422519,Kepler-1805,285.0865387,40.8990506,2021,8.847940445,1.54502915,3.0,3867.0,0.552,0.581,221.639
Kepler-1792 b,TIC 138805992,Kepler-1792,294.8400788,39.0859757,2021,4.1957798,2.51990972,6.89,5229.0,1.005,0.878,601.029
Kepler-276 d,TIC 138213510,Kepler-276,293.568197,39.0363123,2013,48.648,2.8,16.3,5693.0,1.03,1.1,1144.86
Kepler-372 c,TIC 350810559,Kepler-372,291.2562253,49.2589288,2014,20.053763,2.09,5.02,6509.0,1.137,1.202,1493.95
Kepler-114 b,TIC 27011135,Kepler-114,294.121482,48.3497977,2014,5.188549,1.26,1.09,4605.0,0.667,0.77,259.533
Kepler-1207 b,TIC 27390527,Kepler-1207,295.0641963,49.3589615,2016,13.68237119,1.62,3.26,5909.0,1.06,1.06,1754.19
Kepler-1249 b,TIC 272719153,Kepler-1249,296.8948517,44.3717429,2016,24.3347127,2.38,6.26,6202.0,1.28,1.19,1904.54
Kepler-1859 b,TIC 270790094,Kepler-1859,293.9886751,46.7179996,2021,2.729599953,1.58313575,3.13,5887.0,1.235,1.09,1331.25
Kepler-1244 b,TIC 123447592,Kepler-1244,282.3012505,46.5161814,2016,3.70428172,1.35,2.39,6680.0,1.77,1.46,1075.81
Kepler-213 c,TIC 159521326,Kepler-213,290.8241931,44.6472832,2014,4.822962,2.34,6.08,5696.0,1.195,1.07,634.939
Kepler-1388 b,TIC 164524311,Kepler-1388,283.3360156,47.1744499,2016,12.2854603,2.59,7.22,4098.0,0.61,0.63,453.795
Kepler-258 c,TIC 270854411,Kepler-258,294.0684116,46.5791357,2014,33.653079,3.61,12.7,4942.0,0.915,0.82,575.988
Kepler-355 b,TIC 279915745,Kepler-355,285.7994917,42.8117427,2014,11.03189,1.46,2.73,6184.0,1.066,0.933,1432.17
Kepler-324 e,TIC 243271716,Kepler-324,286.4714473,49.6490933,2021,13.97939968,2.03862444,235.014,5191.0,0.826,0.844,501.574
Kepler-330 b,TIC 158727691,Kepler-330,288.4474035,44.8017616,2014,8.25978,1.35,2.39,5117.0,0.722,0.848,717.527
Kepler-233 c,TIC 27843776,Kepler-233,296.3665054,51.3194548,2014,60.418955,2.71,7.8,5360.0,0.758,0.855,856.417
Kepler-174 d,TIC 158434144,Kepler-174,287.4389454,43.8320052,2014,247.35373,2.19,5.43,4880.0,0.622,0.602,384.757
Kepler-200 c,TIC 120252452,Kepler-200,284.4099503,41.2374928,2014,10.222157,1.59,3.15,5678.0,0.944,0.972,665.912
Kepler-130 d,TIC 121603794,Kepler-130,288.4505905,40.2452006,2014,87.517905,1.64,3.33,5884.0,1.127,0.927,316.663
Kepler-541 b,TIC 138569175,Kepler-541,294.1496529,38.458207,2016,5.08005848,3.36,11.2,6166.0,2.06,1.41,1060.68
Kepler-1585 b,TIC 272272564,Kepler-1585,296.1589897,44.5630457,2016,3.5827463,1.79,3.86,5538.0,0.91,0.94,944.465
Kepler-1275 b,TIC 270521167,Kepler-1275,293.5004955,44.9324455,2016,3.65691115,1.48,2.79,6296.0,1.36,1.23,1153.98
Kepler-60 d,TIC 158923465,Kepler-60,288.9612535,42.2650472,2012,11.8981,1.99,4.16,5905.0,1.257,1.041,1025.1
Kepler-1176 b,TIC 273582656,Kepler-1176,297.919724,45.2742038,2016,24.1738579,2.45,6.57,5844.0,1.02,1.01,864.699
Kepler-1225 b,TIC 122595850,Kepler-1225,290.6332748,40.1369671,2016,7.01075434,1.82,3.97,6140.0,1.19,1.13,1347.52
Kepler-1394 b,TIC 164527695,Kepler-1394,283.4532068,45.0840729,2016,3.93766373,1.39,2.51,6481.0,2.55,1.64,640.409
Kepler-1649 b,TIC 137558813,Kepler-1649,292.5029676,41.8299933,2017,8.689099,1.017,1.03,3240.0,0.2317,0.1977,92.1913
TOI-1246 c,TIC 230127302,TOI-1246,251.1158702,70.4299917,2022,5.904137,2.45109846,9.1,5213.0,0.8649,0.8889,169.422
Kepler-1468 c,TIC 138219758,Kepler-1468,293.5198289,41.2773671,2016,3.54553021,1.15,1.6,5893.0,1.05,1.04,1899.24
Kepler-326 c,TIC 270956861,Kepler-326,294.3255898,46.0022646,2014,4.580358,1.4,17.4,5105.0,0.801,0.91,487.675
Kepler-1085 c,TIC 158487108,Kepler-1085,287.4776359,46.1411685,2020,56.7771,3.26817741,10.7,5816.0,1.0783,1.05,1364.53
Kepler-1229 b,TIC 273373582,Kepler-1229,297.4868347,46.9966782,2016,86.828989,1.4,2.54,3784.0,0.51,0.54,265.482
Kepler-1542 e,TIC 279915941,Kepler-1542,285.7284757,42.6544651,2016,5.10115756,0.76,0.363,5564.0,0.99,0.94,399.114
Kepler-1178 b,TIC 158729099,Kepler-1178,288.4561183,45.8022258,2016,31.80634,1.07,1.24,4990.0,0.75,0.8,482.287
K2-187 c,TIC 332024125,K2-187,132.5235618,23.1924709,2018,2.871512,1.4,2.54,5438.0,0.83,0.966999,330.916
Kepler-1060 b,TIC 120691237,Kepler-1060,286.0252285,39.6309204,2016,46.8779367,2.38,6.26,5797.0,0.99,0.99,946.565
Kepler-990 b,TIC 273591945,Kepler-990,297.9381813,46.8813194,2016,9.91723428,2.6,7.27,5948.0,1.08,1.05,802.163
Kepler-1126 b,TIC 352013661,Kepler-1126,285.691955,45.6893993,2016,108.593329,1.73,3.64,5798.0,0.93,0.92,635.736
Kepler-100 c,TIC 159654016,Kepler-100,291.3861294,41.9901394,2014,12.8159,2.2,7.05,5825.0,1.49,1.08,304.645
Kepler-172 c,TIC 237157751,Kepler-172,283.3684093,41.821839,2014,6.388996,2.86,8.55,5526.0,1.085,1.081,828.592
Kepler-663 b,TIC 273681023,Kepler-663,297.8082232,47.9466342,2016,4.99678284,2.6,7.27,5264.0,0.82,0.86,1063.09
HD 102117 b,TIC 267519701,HD 102117,176.2097267,-58.7040134,2005,20.8133,8.47,54.0311,5655.0,1.23,1.06,39.5792
HD 137388 b,TIC 407090552,HD 137388,233.915082,-80.2044169,2011,330.0,9.32,63.566,5181.0,0.88,0.68,40.4841
HD 50554 b,TIC 80224448,HD 50554,103.678273,24.2451409,2002,1293.0,12.8,1859.29618095,5987.0,1.02,1.04,31.1664
WASP-24 b,TIC 460396820,WASP-24,227.2154975,2.343286,2010,2.34121,15.46842,394.1092,6075.0,1.42,1.43,322.114
HD 156846 b,TIC 75673519,HD 156846,260.1423366,-19.334365,2007,359.51001,12.4,3391.2461,6090.0,1.9,1.38,47.7332
WASP-151 b,TIC 262662119,WASP-151,349.0634651,0.3066895,2017,4.5334775,13.30506009,100.43377661,5871.0,1.181,1.081,453.099
Kepler-80 g,TIC 184296619,Kepler-80,296.1125759,39.9787451,2017,14.64558,1.13,0.065,4540.0,0.678,0.83,369.451
Kepler-263 b,TIC 137637249,Kepler-263,292.4698022,37.5677941,2014,16.568087,2.67,7.61,5265.0,0.785,0.793,754.747
K2-10 b,TIC 363573185,K2-10,172.1216476,1.6906217,2015,19.30553,3.773,25.2,5533.0,0.956,0.88,272.36
TOI-411 b,TIC 100990000,HD 22946,54.819538,-42.7630276,2022,4.040295,1.362,13.71,6169.0,1.117,1.098,62.7792
WASP-120 b,TIC 152476657,WASP-120,62.6160813,-45.8982434,2016,3.61126721,15.58048317,1541.4755,6450.0,1.68443,1.393,381.174
Kepler-1006 b,TIC 271960115,Kepler-1006,295.7542063,42.5373065,2016,19.76172042,1.54,2.99,5328.0,0.74,0.78,1081.738
Kepler-398 d,TIC 137155210,Kepler-398,291.4688524,40.3437001,2016,6.83437001,0.88,0.615,4557.0,0.67,0.72,177.355
TOI-4034 b,TIC 375654303,TOI-4034,335.1469845,71.7673462,2026,1.8020932,17.71018951,276.51071409,5891.0,1.83,1.19,745.145
TOI-5335 b,TIC 381360750,TOI-5335,46.9523734,15.3590831,2026,3.61365988443,4.02422162,15.3,5528.92,0.916633,0.945,331.289
Kepler-253 d,TIC 63065911,Kepler-253,291.8419337,44.858124,2014,18.119869,3.17,10.2,5208.0,0.786,0.86,838.595
K2-62 b,TIC 434094657,K2-62,334.3645089,-12.1874776,2016,6.67199,2.02,4.74,4455.0,0.696,0.67,112.467
Kepler-369 b,TIC 26961231,Kepler-369,293.6743322,47.9084727,2014,2.732756,1.13,1.51,3591.0,0.471,0.5,214.0
Kepler-657 b,TIC 159643991,Kepler-657,291.1973006,47.3077545,2016,24.54350418,3.52,12.2,5808.0,1.01,1.01,1691.88
Kepler-513 b,TIC 48503953,Kepler-513,285.0416235,50.0753913,2016,28.86235584,2.2,5.48,5849.0,1.06,1.02,468.258
TOI-1180 b,TIC 158002130,TOI-1180,214.5557741,82.1937642,2024,9.686760378,3.072,10.0,4738.0,0.73,0.75,72.0238
11 UMi b,TIC 230061010,11 UMi,229.2745954,71.8239428,2009,516.21997,12.3,4684.8142,4213.0,29.79,2.78,125.321
Kepler-1390 b,TIC 264508835,Kepler-1390,298.6624419,48.2488659,2016,6.48021673,1.18,1.76,5753.0,0.98,0.98,723.431
WASP-60 b,TIC 288246496,WASP-60,356.6667136,31.1559115,2012,4.305,9.86392,174.8065,5900.0,1.17,1.19,431.052
Kepler-1762 b,TIC 122447896,Kepler-1762,290.4931471,39.7855117,2021,29.53910065,2.76022913,8.05,6572.0,1.238,1.298,1663.74
Kepler-98 b,TIC 120629799,Kepler-98,285.6616933,37.9645672,2014,1.54168,1.99,3.55,5539.0,1.11,0.99,350.315
Kepler-403 c,TIC 159174926,Kepler-403,289.9214256,46.7445267,2014,54.280749,1.75,3.71,6090.0,1.329,1.299,840.269
Kepler-292 b,TIC 271960465,Kepler-292,295.7661979,42.4242822,2014,2.580827,1.32,2.3,5299.0,0.826,0.865,1056.48
K2-49 b,TIC 325335564,K2-49,177.3202331,3.4755183,2016,2.77065,1.93,4.38,4175.0,0.45,0.51,457.125
HD 142245 b,TIC 172607132,HD 142245,238.2342443,15.4306118,2011,1299.0,13.1,975.7381,4922.0,4.63,3.5,97.2305
TOI-1452 b,TIC 420112589,TOI-1452,290.1739741,73.1951082,2022,11.06201,1.672,4.82,3185.0,0.275,0.249,30.5212
Kepler-110 b,TIC 26751563,Kepler-110,292.9291693,48.6028303,2014,12.691112,1.83,4.01,5960.0,1.149,0.989,586.531
Kepler-1296 b,TIC 137410211,Kepler-1296,292.1251038,41.4077928,2016,8.3839865,0.91,0.693,5359.0,0.83,0.87,1551.54
Kepler-1221 b,TIC 279912260,Kepler-1221,285.8223636,45.7118423,2016,12.00096042,1.88,4.19,5194.0,0.82,0.87,913.65
Kepler-158 d,TIC 120103325,Kepler-158,284.0323723,39.7815365,2024,0.645088,0.43,0.0472,4895.97,0.668,0.656,315.177
Kepler-49 b,TIC 137555411,Kepler-49,292.2945208,40.5918123,2012,7.2,2.579,9.77,4095.6,0.618,0.607,311.222
TOI-1295 b,TIC 219852584,TOI-1295,256.6722026,67.8715032,2024,3.1968838,15.69257298,451.31633794,6280.0,1.7,1.38,388.227
Kepler-1691 b,TIC 120819731,Kepler-1691,286.2543962,41.0218373,2020,3.8482,1.83470985,4.02,6000.0,1.13152,1.11,1267.67
Kepler-180 c,TIC 27532033,Kepler-180,295.5712566,49.774514,2014,41.885775,3.01,9.32,5731.0,1.063,0.95,695.65
HATS-33 b,TIC 360742636,HATS-33,294.6336944,-55.3302692,2016,2.5495551,13.78707,378.85336,5659.0,1.022,1.062,248.46
K2-254 c,TIC 147683165,K2-254,185.5507926,-4.7172908,2018,12.11839,2.19,5.43,4629.0,0.67,0.71,227.775
HD 38283 b,TIC 141411201,HD 38283,84.2605324,-73.6998131,2010,363.20001,14.0,127.132,5981.0,1.49,1.37,38.0615
Kepler-162 c,TIC 273036401,Kepler-162,297.2789115,43.7239693,2014,19.446355,3.03,9.43,5816.0,0.958,1.053,855.641
TOI-375 d,TIC 280097543,TOI-375,47.1499034,-77.3833275,2026,297.9,13.6,445.59542661,5259.9,2.9,1.441,396.213
K2-248 b,TIC 176869982,K2-248,182.8173343,-9.4141696,2018,7.17256,2.57,7.13,5528.0,0.92,0.88,406.254
Kepler-1252 b,TIC 268387099,Kepler-1252,298.9503634,46.6928437,2016,15.0540329,1.67,3.43,5949.0,1.09,1.06,648.979
WASP-35 b,TIC 43647325,WASP-35,76.0818912,-6.2297801,2011,3.16158,14.5717,225.6593,5990.0,1.08,1.05,202.218
HD 155918 b,TIC 311649327,HD 155918,260.5364025,-75.349239,2022,1.87567,2.67,7.62788177,5771.84,1.01906,1.03,27.561
Kepler-300 c,TIC 27458633,Kepler-300,295.2886934,48.5997243,2014,40.714955,2.25,5.69,5986.0,0.9,1.07,1098.45
HD 55696 b,TIC 22598327,HD 55696,108.0622029,-38.174639,2018,1827.0,12.9,1357.12729789,6012.0,1.52,1.29,77.9693
Kepler-787 b,TIC 137318289,Kepler-787,291.6924773,38.5729105,2016,0.928310498,1.28,2.18,4248.0,0.62,0.65,503.568
Kepler-79 e,TIC 239306681,Kepler-79,300.5171067,44.3815508,2014,81.0665,3.53,3.8,6389.0,1.316,1.244,1020.72
NGTS-12 b,TIC 157230659,NGTS-12,176.2499418,-35.640563,2020,7.532806,11.747032,66.10864,5690.0,1.589,1.021,446.442
Kepler-493 b,TIC 139104940,Kepler-493,295.3075252,38.8815716,2016,3.003876581,15.13,,6457.0,1.54,1.36,1745.77
TOI-4155 b,TIC 467331291,TOI-4155,325.6362269,77.7343836,2025,3.320729,3.21,10.4,5724.0,0.95,1.16,240.737
HATS-28 b,TIC 6663331,HATS-28,284.3997616,-49.1385126,2016,3.1810781,13.383546,213.58176,5498.0,0.922,0.929,535.383
Kepler-214 c,TIC 164785720,Kepler-214,284.7548499,44.95605,2014,28.7798,2.13,5.18,6169.0,1.352,1.11,1208.44
HD 33142 b,TIC 169397663,HD 33142,76.8980559,-13.9863374,2011,330.0,13.7,400.46379282,5025.4,4.17,1.52,121.375
GJ 4274 b,TIC 12652442,GJ 4274,335.7805478,-17.6104078,2026,1.6339,1.53,2.97,3228.0,0.19,0.18,7.23556
Kepler-385 b,TIC 27082352,Kepler-385,294.3385109,50.3365178,2014,10.043686,2.73,12.8,6326.0,1.126,0.992,1432.61
HD 27631 b,TIC 7652514,HD 27631,64.9392168,-41.9606604,2012,2198.14,13.5,495.81231492,5737.0,0.923,0.944,50.2862
KIC 5479689 b,TIC 171975725,KIC 5479689,299.3254983,40.6381229,2021,1.701531,14.2,158.9142035,5459.1,0.894,0.966,454.95
TOI-2120 b,TIC 389900760,TOI-2120,23.507315,65.5139877,2024,5.7998164,2.122,6.8,3131.0,0.245,0.211,32.1755
Kepler-1257 b,TIC 272084528,Kepler-1257,296.0756231,45.6270165,2016,2.668313762,1.52,2.92,5502.0,0.87,0.9,1105.95
Kepler-1744 b,TIC 159575346,Kepler-1744,291.0206823,42.4624633,2021,37.10110092,3.76754004,13.6,5986.0,0.85,0.886,1091.63
Kepler-901 b,TIC 122712179,Kepler-901,291.1528056,40.8876814,2016,3.517494394,1.37,2.45,4184.0,0.57,0.59,253.867
KELT-6 c,TIC 165987272,KELT-6,195.9818362,30.640145,2015,1276.0,13.0,1179.1493,6272.0,1.529,1.126,240.726
Kepler-298 b,TIC 48217868,Kepler-298,283.0398448,48.8253303,2014,10.475464,1.96,4.5,4465.0,0.582,0.66,518.204
TIC 279401253 c,TIC 279401253,TIC 279401253,57.6572277,-15.0262251,2023,155.3,12.6,2548.98382414,5951.0,1.06,1.13,285.584
Kepler-143 c,TIC 28364164,Kepler-143,298.0676519,49.412541,2014,27.082511,3.37,11.3,5848.0,1.359,0.982,809.467
ups Leo b,TIC 49430557,ups Leo,174.2372188,-0.8235643,2021,385.2,14.2,162.09248757,4836.0,11.22,1.48,52.5973
Kepler-808 b,TIC 26417717,Kepler-808,291.5941514,48.4454907,2016,0.631332353,1.46,2.73,4653.0,0.71,0.76,321.0
Kepler-885 b,TIC 299030528,Kepler-885,288.6615682,49.7371538,2016,18.11472949,2.5,6.8,6187.0,1.35,1.21,651.318
Kepler-151 c,TIC 137410997,Kepler-151,292.1627933,41.0231947,2014,24.674612,2.09,5.02,5460.0,0.83,0.87,649.919
Kepler-923 b,TIC 138574253,Kepler-923,294.1710831,40.0551372,2016,6.93366476,1.38,2.48,5988.0,1.26,1.11,1000.28
Kepler-191 c,TIC 159647213,Kepler-191,291.1833211,45.3230937,2014,17.738506,1.86,4.12,5282.0,0.789,0.857,594.464
K2-247 c,TIC 110999033,K2-247,188.8935189,-10.0692793,2018,6.49424,2.19,5.43,4667.0,0.69,0.74,258.113
K2-322 b,TIC 277869696,K2-322,156.6226981,4.7640203,2020,8.205,1.92,4.35,4141.0,0.602,0.63,123.415
HATS-44 b,TIC 32499655,HATS-44,84.3267559,-27.9725758,2018,2.7439004,11.960003,177.9848,5080.0,0.847,0.86,446.035
K2-352 c,TIC 86130229,K2-352,140.4451478,18.469628,2021,8.234885,1.92,4.35,5791.0,0.95,0.98,176.051
TOI-1408 c,TIC 364186197,TOI-1408,313.5110469,72.5806455,2024,2.1664,2.22,7.6,6117.0,1.53,1.312,139.484
Kepler-1460 b,TIC 352011765,Kepler-1460,285.5577888,44.0108221,2016,29.9633247,1.96,4.5,4422.0,0.67,0.7,553.218
Kepler-41 b,TIC 271042217,Kepler-41,294.5132465,45.9816453,2011,1.8555582,14.46,177.98,5750.0,1.29,1.15,1093.08
Kepler-229 d,TIC 399912169,Kepler-229,286.9994758,48.3757867,2014,41.194912,3.85,14.2,5120.0,0.728,0.808,826.265
HD 72659 b,TIC 121284864,HD 72659,128.5128072,-1.5686323,2002,3549.0,13.2,949.67128012,5929.0,1.36,1.033,51.8949
Kepler-11 b,TIC 169175503,Kepler-11,297.1150949,41.9091092,2010,10.3039,1.8,1.9,5663.0,1.065,0.961,646.346
Kepler-900 b,TIC 272278496,Kepler-900,296.177272,46.9989635,2016,6.9913086,2.08,4.98,4836.0,0.73,0.78,487.525
K2-201 c,TIC 125060509,K2-201,293.5607117,-23.1312775,2018,22.779878,3.28568401,10.8,5507.0,0.878161,0.956055,197.932
Kepler-580 b,TIC 237188565,Kepler-580,283.4997537,40.5528053,2016,8.222419656,2.57,7.13,4298.0,0.64,0.67,323.899
Kepler-1723 b,TIC 271040560,Kepler-1723,294.4627362,46.8214022,2021,39.75289917,2.88046569,8.65,6072.0,1.01,0.96,811.278
omi UMa b,TIC 73416947,omi UMa,127.5649503,60.7177048,2012,1569.81,13.0,1160.39151396,5075.0,13.84,2.72,54.9149
Kepler-163 b,TIC 271355638,Kepler-163,295.0027458,46.9873389,2014,7.810937,1.05,1.16,5776.0,0.917,0.882,689.814
GJ 179 b,TIC 450102450,GJ 179,73.0245495,6.4752347,2009,2288.0,13.8,301.93698665,3370.0,0.38,0.357,12.356
HD 7924 b,TIC 468723402,HD 7924,20.4956562,76.7101475,2008,5.39792,,2058.25676373,5131.0,0.78,0.65,16.9922
Kepler-1218 b,TIC 159763595,Kepler-1218,291.5788505,44.5316825,2016,22.9221266,1.44,2.67,5986.0,1.1,1.06,840.503
HATS-57 b,TIC 178289267,HATS-57,60.9482779,-19.0568182,2019,2.350621,12.767051,1000.21101,5587.0,0.96,1.026,279.485
Kepler-603 c,TIC 270948636,Kepler-603,294.2809679,42.2909295,2016,127.9075774,6.5,34.5,5808.0,1.01,1.01,1539.63
HD 191939 f,TIC 269701147,HD 191939,302.0256247,66.8503014,2022,2898.0,13.2,915.34581216,5348.0,0.94,0.81,53.6089
HD 30669 b,TIC 607907,HD 30669,72.1198522,-28.4190757,2014,1684.0,14.3,149.37,5400.0,0.91,0.92,58.0844
K2-244 b,TIC 56814628,K2-244,183.4686492,-3.8318097,2018,21.06884,1.75,3.71,5677.0,0.92,0.86,212.902
EPIC 201497682 b,TIC 301610040,EPIC 201497682,168.9366786,0.4880606,2019,2.13174,0.692,0.26,4991.0,0.554,0.78,253.026
Kepler-653 c,TIC 123445166,Kepler-653,282.2130447,46.7177898,2016,0.900376476,0.78,0.399,5665.0,1.19,1.02,595.634
K2-59 c,TIC 188570847,K2-59,338.94255,-14.027727,2016,11.2954,2.3,5.9,5055.0,0.731,0.774,311.313
Kepler-531 b,TIC 243272677,Kepler-531,286.5246582,48.6835481,2016,29.88485741,2.78,8.15,4893.0,0.75,0.78,252.762
HD 104067 c,TIC 428673146,HD 104067,179.7923543,-20.3556058,2024,13.8992,3.69,13.2,4952.0,0.78,0.82,20.3632
HIP 97166 c,TIC 237222864,HIP 97166,296.2446203,74.0628577,2021,16.432,2.75,8.0,5216.0,0.8418,0.9342,65.9501
TOI-2379 b,TIC 201177276,TOI-2379,358.0920465,-53.043156,2024,5.4693827,11.72459381,1830.69162432,3707.0,0.622,0.645,211.247
WASP-140 b,TIC 178284730,WASP-140,60.3855387,-20.4509991,2016,2.23598448,14.23540549,775.5052,5300.0,0.87,0.9,117.598
K2-255 b,TIC 51664268,K2-255,189.9128532,-3.3705631,2018,1.96417,2.9,8.75,4676.0,0.69,0.71,191.608
Kepler-365 c,TIC 27530849,Kepler-365,295.626564,49.130411,2014,17.784129,1.64,3.33,6012.0,1.048,1.02,1038.99
Kepler-592 b,TIC 377782184,Kepler-592,285.7907395,48.6832431,2016,2.820192408,2.39,6.3,5913.0,1.04,1.04,1153.13
Kepler-1542 d,TIC 279915941,Kepler-1542,285.7284757,42.6544651,2016,5.99273738,0.87,0.59,5564.0,0.99,0.94,399.114
Kepler-29 c,TIC 273875635,Kepler-29,298.348382,47.4913021,2011,13.28613,2.34,4.5,5378.0,0.732,0.761,832.532
Kepler-506 b,TIC 120317234,Kepler-506,284.6351885,40.7198296,2016,6.8834055,2.73,7.9,6236.0,1.19,1.19,228.439
Kepler-1814 b,TIC 399821831,Kepler-1814,285.2166767,41.2824449,2021,2.935359955,2.36961357,6.21,4922.0,0.823,0.79,726.346
Kepler-1004 b,TIC 28159194,Kepler-1004,297.3593427,49.7975464,2016,5.28789787,6.28,32.5,4972.0,3.39,1.11,1152.68
Kepler-1911 b,TIC 171971636,Kepler-1911,299.303559,41.4410233,2021,5.990799904,1.011,1.01,5721.0,0.972,0.954,269.912
Kepler-46 d,TIC 158992508,Kepler-46,289.2687388,42.6041819,2014,6.766589,1.64,3.33,5309.0,0.79,0.883,777.06
kap CrB b,TIC 334753043,kap CrB,237.8080012,35.6558818,2007,1253.68,13.4,591.1638,4840.0,4.68,1.33,30.0651
Kepler-1548 b,TIC 158487028,Kepler-1548,287.4711817,46.0805706,2016,124.828679,2.64,7.46,5706.0,0.97,0.99,872.279
WASP-61 b,TIC 13021029,WASP-61,75.2996637,-26.0541438,2012,3.8559,15.80469,851.7844,6250.0,1.55,1.82,488.66
Kepler-281 d,TIC 270858032,Kepler-281,294.1081465,44.7706524,2021,148.2720032,5.93747806,654.0,5717.0,0.884,0.984,1745.45
